year,sector,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1986,23,462830,468698,4815506,4718167,84053,18.31,64786,14.113,1364792,407199,957593,8.63,28.926,1169028,363650,805378,7.707,24.777,195764,4.149,49.554,47492,47544,261794
1986,31-33,284841,331812,16813278,16938148,33631,10.146,32949,9.94,1932261,540906,1391355,3.193,11.408,2180334,681339,1498995,4.023,12.872,-248073,-1.465,22.815,24373,24550,297342
1986,42,276632,353402,4554240,4523800,41819,11.899,37918,10.789,778798,255959,522839,5.658,17.216,717162,263968,453194,5.835,15.853,61636,1.362,31.706,25905,26415,145102
1986,44-45,735877,1054872,11553473,11368012,134224,12.821,118269,11.297,2136485,913991,1222494,8.04,18.794,1768106,650048,1118058,5.718,15.553,368379,3.24,31.107,80937,83912,370579
1986,48-49,100228,124831,2672908,2644609,20630,16.69,18181,14.709,485014,161423,323591,6.104,18.34,427347,144120,283227,5.45,16.159,57667,2.181,32.318,13246,13446,83132
1986,51,50878,79128,2648521,2633308,10815,13.724,10169,12.904,431640,137820,293820,5.234,16.392,405288,123255,282033,4.681,15.391,26352,1.001,30.782,6241,6344,51004
1986,52,171742,282661,5297651,5165200,31614,11.318,24945,8.93,917017,277898,639119,5.38,17.754,652112,220284,431828,4.265,12.625,264905,5.129,25.25,14982,15206,106546
1986,53,189704,207318,1457802,1409683,37887,18.678,28930,14.263,390775,164498,226277,11.669,27.721,292356,130045,162311,9.225,20.739,98419,6.982,41.478,22147,22322,91173
1986,54,368679,392663,3708210,3593796,64784,16.905,45886,11.974,806333,295416,510917,8.22,22.437,576004,217336,358668,6.048,16.028,230329,6.409,32.055,34201,34395,152410
1986,55,24516,44789,3072020,3040391,5028,11.355,4010,9.056,540958,171620,369338,5.645,17.792,476082,113956,362126,3.748,15.659,64876,2.134,31.317,896,951,10450
1986,56,169981,189887,3432492,3298511,37877,20.569,26398,14.335,893353,305959,587394,9.276,27.084,625066,201729,423337,6.116,18.95,268287,8.134,37.9,19955,20074,130550
1986,61,34745,37605,1593400,1575245,4784,12.878,3874,10.428,181522,32492,149030,2.063,11.523,145674,30916,114758,1.963,9.248,35848,2.276,18.495,2961,3050,24188
1986,62,423470,471052,8637913,8357651,48887,10.542,34238,7.383,1434721,458895,975826,5.491,17.167,869338,267852,601486,3.205,10.402,565383,6.765,20.803,25540,25882,194687
1986,71,57773,61371,901907,880022,10887,18.041,8840,14.648,203774,80523,123251,9.15,23.156,160058,56801,103257,6.454,18.188,43716,4.968,36.376,6647,6680,38817
1986,72,304796,386137,7075693,6884014,67635,17.732,58236,15.268,1755308,1000087,755221,14.528,25.498,1371726,606722,765004,8.813,19.926,383582,5.572,39.853,42732,43667,402135
1986,81,522773,564829,4051123,3983608,69988,12.529,57572,10.306,753631,282073,471558,7.081,18.918,619066,218968,400098,5.497,15.54,134565,3.378,31.081,41576,42174,154836
1987,11,18388,18939,170788,170402,3088,16.422,2818,14.986,46944,17125,29819,10.05,27.549,45822,18735,27087,10.995,26.891,1122,0.658,53.781,2056,2057,11563
1987,21,21621,27221,579023,632386,3311,11.573,6087,21.277,99248,42411,56837,6.707,15.694,205847,75663,130184,11.965,32.551,-106599,-16.857,31.388,4020,4057,32059
1987,22,5840,12392,773371,772285,654,5.294,575,4.655,45477,13871,31606,1.796,5.889,43598,8158,35440,1.056,5.645,1879,0.243,11.291,316,318,1665
1987,23,485795,492200,4966004,4877835,90513,18.84,66963,13.938,1409144,443061,966083,9.083,28.889,1234105,409778,824327,8.401,25.3,175039,3.588,50.601,49883,49925,282604
1987,31-33,286127,332844,16533585,16670287,35163,10.584,33956,10.22,1900413,537465,1362948,3.224,11.4,2179183,762722,1416461,4.575,13.072,-278770,-1.672,22.8,24058,24304,301717
1987,42,279973,357508,4674963,4646407,43530,12.188,42849,11.997,884479,312637,571842,6.729,19.036,824753,340509,484244,7.328,17.75,59726,1.285,35.501,26723,27389,160956
1987,44-45,729894,1059919,11917745,11723136,136266,12.906,128177,12.139,2293863,988738,1305125,8.434,19.567,1904459,770836,1133623,6.575,16.245,389404,3.322,32.491,82390,85438,408871
1987,48-49,103160,128625,2855750,2801580,22334,17.582,19136,15.065,580845,192293,388552,6.864,20.733,472297,205525,266772,7.336,16.858,108548,3.875,33.716,13144,13305,91067
1987,51,46144,75968,2540072,2541077,12118,16.056,11126,14.742,512814,273134,239680,10.749,20.181,513163,162307,350856,6.387,20.195,-349,-0.014,40.362,6893,7070,68854
1987,52,173838,289268,5492858,5369682,34048,11.937,25953,9.099,956282,320623,635659,5.971,17.809,707377,218697,488680,4.073,13.174,248905,4.635,26.347,15899,16257,99799
1987,53,193669,213215,1486632,1466981,38557,18.34,32594,15.504,396128,182197,213931,12.42,27.003,358864,170588,188276,11.629,24.463,37264,2.54,48.926,24750,24963,105955
1987,54,386516,413466,4009697,3909799,66656,16.441,50579,12.475,894998,322397,572601,8.246,22.891,693612,278823,414789,7.131,17.74,201386,5.151,35.481,37198,37419,173751
1987,55,24514,44538,3024296,3051084,5330,11.971,5299,11.902,555430,173050,382380,5.672,18.204,610732,178446,432286,5.849,20.017,-55302,-1.813,36.409,1003,1039,13993
1987,56,180061,201463,3562844,3474955,40771,20.817,29559,15.092,983561,379929,603632,10.933,28.304,807494,283155,524339,8.148,23.238,176067,5.067,46.475,22133,22410,160759
1987,61,34885,38535,1634526,1607802,4671,12.23,3986,10.437,184797,34734,150063,2.16,11.494,130627,31945,98682,1.987,8.125,54170,3.369,16.249,3003,3029,20204
1987,62,430455,482981,9235126,9114464,49179,10.298,38306,8.021,1765903,910863,855040,9.994,19.375,1528004,356669,1171335,3.913,16.765,237899,2.61,33.529,28105,28441,229119
1987,71,58657,63236,954392,935381,11288,18.108,9489,15.222,219529,84769,134760,9.063,23.469,181573,63581,117992,6.797,19.412,37956,4.058,38.823,7272,7299,46017
1987,72,308903,399258,7407052,7256853,72347,18.407,59898,15.24,1820662,1002210,818452,13.811,25.089,1522866,692930,829936,9.549,20.985,297796,4.104,41.97,44348,45257,450576
1987,81,528186,572893,4067395,4021465,70574,12.421,61147,10.762,767364,287858,479506,7.158,19.082,674883,253300,421583,6.299,16.782,92481,2.3,33.564,44399,44869,171297
1988,11,18796,19268,178389,174359,3177,16.62,2871,15.02,50688,20754,29934,11.903,29.071,42619,18597,24022,10.666,24.443,8069,4.628,48.886,2043,2046,11147
1988,21,21249,26505,578054,580251,3432,12.778,4140,15.414,120715,35839,84876,6.176,20.804,125547,49704,75843,8.566,21.637,-4832,-0.833,41.608,2643,2674,19011
1988,22,6052,12624,770985,771761,941,7.523,709,5.668,50464,19199,31265,2.488,6.539,52548,17770,34778,2.303,6.809,-2084,-0.27,13.078,243,325,6653
1988,23,495991,502480,5076346,5033690,83876,16.859,73940,14.862,1330959,393953,937006,7.826,26.441,1245347,395641,849706,7.86,24.74,85612,1.701,49.48,56000,56078,295761
1988,31-33,291899,339644,17067962,16885661,36291,10.761,31493,9.338,2284688,721786,1562902,4.275,13.53,1923692,681087,1242605,4.034,11.392,360996,2.138,22.785,23415,23611,294397
1988,42,284324,363769,4787311,4745211,42959,11.895,37719,10.444,866255,294066,572189,6.197,18.255,785038,311022,474016,6.554,16.544,81217,1.712,33.088,25305,26025,164605
1988,44-45,735568,1078701,12342012,12157691,134717,12.58,119048,11.117,2324134,1015238,1308896,8.351,19.117,1956135,739942,1216193,6.086,16.09,367999,3.027,32.179,77924,81615,392898
1988,48-49,105018,132175,3002769,2934701,22442,17.2,19045,14.596,623726,215441,408285,7.341,21.253,482800,182412,300388,6.216,16.451,140926,4.802,32.903,13400,13611,95576
1988,51,47773,77480,2580783,2564225,10954,14.189,10390,13.459,379667,147934,231733,5.769,14.806,347783,125855,221928,4.908,13.563,31884,1.243,27.126,5547,5718,51811
1988,52,173365,295373,5251585,5275067,37312,12.816,28850,9.909,865755,323325,542430,6.129,16.412,907397,287717,619680,5.454,17.202,-41642,-0.789,32.824,16107,16353,114852
1988,53,197944,220566,1552883,1522504,36325,16.742,29142,13.431,403707,191338,212369,12.567,26.516,342319,149088,193231,9.792,22.484,61388,4.032,44.968,22021,22329,100453
1988,54,401427,430808,4263388,4152409,69722,16.499,53287,12.61,932207,357551,574656,8.611,22.45,710169,279211,430958,6.724,17.103,222038,5.347,34.205,39579,39965,172415
1988,55,25527,47438,3066821,3052858,8184,17.798,5272,11.465,647482,214813,432669,7.036,21.209,618947,189122,429825,6.195,20.274,28535,0.935,40.549,867,918,14637
1988,56,189135,212937,3883401,3729939,41945,20.231,30740,14.826,1148552,434725,713827,11.655,30.793,839133,310464,528669,8.324,22.497,309419,8.296,44.994,23193,23457,180934
1988,61,35944,39929,1691018,1674097,5057,12.875,3754,9.558,178164,34811,143353,2.079,10.642,144730,27347,117383,1.634,8.645,33434,1.997,17.291,2793,2838,19763
1988,62,438270,496325,9439589,9292689,49594,10.127,36357,7.424,1351762,507436,844326,5.461,14.547,1058818,392966,665852,4.229,11.394,292944,3.152,22.788,26374,26880,244789
1988,71,62718,67411,1010592,984118,13212,20.186,9290,14.194,239932,95657,144275,9.72,24.38,186821,70458,116363,7.16,18.984,53111,5.397,37.967,6927,7016,48173
1988,72,315007,411058,7657170,7542326,69210,17.068,58103,14.329,1792256,938757,853499,12.447,23.763,1571147,646188,924959,8.567,20.831,221109,2.932,41.662,40772,41788,408282
1988,81,537910,584847,4201464,4134791,69857,12.07,57648,9.961,790263,295144,495119,7.138,19.113,656343,225973,430370,5.465,15.874,133920,3.239,31.747,41567,42108,153053
1989,11,19097,19605,179538,179879,3029,15.579,2704,13.908,44883,17414,27469,9.681,24.952,45608,14836,30772,8.248,25.355,-725,-0.403,49.904,2023,2023,10832
1989,21,20545,25705,560573,570402,2943,11.264,3786,14.491,102939,37583,65356,6.589,18.047,122836,50911,71925,8.925,21.535,-19897,-3.488,36.094,2556,2594,22109
1989,22,6314,12858,765402,768675,810,6.343,635,4.972,39773,12486,27287,1.624,5.174,46138,11047,35091,1.437,6.002,-6365,-0.828,10.348,292,292,1854
1989,23,504453,510699,5206384,5139324,80381,15.866,72241,14.259,1358076,388407,969669,7.558,26.425,1223898,393407,830491,7.655,23.814,134178,2.611,47.629,54900,54982,288226
1989,31-33,295089,342889,17323281,17182243,35000,10.252,31983,9.369,2146715,582809,1563906,3.392,12.494,1864579,656269,1208310,3.819,10.852,282136,1.642,21.704,23586,23839,282036
1989,42,286810,367823,4933296,4862855,41744,11.411,37736,10.315,876667,281343,595324,5.786,18.028,735772,308790,426982,6.35,15.13,140895,2.897,30.261,25510,26311,154499
1989,44-45,737355,1090443,12732066,12542573,127063,11.713,115801,10.675,2249862,950665,1299197,7.58,17.938,1878408,703811,1174597,5.611,14.976,371454,2.962,29.953,78247,82844,404446
1989,48-49,107286,135119,3096459,3049604,21170,15.845,18144,13.58,583854,195553,388301,6.412,19.145,494092,182759,311333,5.993,16.202,89762,2.943,32.404,12992,13216,86959
1989,51,49395,81523,2620984,2607203,13405,16.83,9654,12.121,447813,162108,285705,6.218,17.176,418950,149593,269357,5.738,16.069,28863,1.107,32.138,5662,5820,49940
1989,52,175299,302450,5348718,5306372,43788,14.653,36540,12.228,937595,398958,538637,7.518,17.669,865020,337565,527455,6.362,16.302,72575,1.368,32.603,15537,15767,127543
1989,53,200808,225088,1618093,1585924,35359,15.873,30702,13.783,390241,164248,225993,10.357,24.607,325405,141859,183546,8.945,20.518,64836,4.088,41.037,23314,23775,102249
1989,54,412437,443289,4546058,4405245,66362,15.2,52987,12.136,987979,353423,634556,8.023,22.427,707382,294083,413299,6.676,16.058,280597,6.37,32.115,39649,40059,172036
1989,55,26570,49803,3181066,3127137,6788,13.96,4431,9.113,617961,234288,383673,7.492,19.761,512342,125000,387342,3.997,16.384,105619,3.377,32.767,950,983,14785
1989,56,198652,225250,4241039,4066357,42893,19.555,31090,14.174,1185520,426706,758814,10.494,29.154,838624,295950,542674,7.278,20.623,346896,8.531,41.247,23770,24015,186908
1989,61,37264,41481,1752382,1718537,5147,12.617,3772,9.247,202512,42869,159643,2.495,11.784,134544,34131,100413,1.986,7.829,67968,3.955,15.658,2785,2858,24149
1989,62,446273,509054,9858012,9638478,49302,9.806,36714,7.302,1313335,438161,875174,4.546,13.626,874503,339169,535334,3.519,9.073,438832,4.553,18.146,27498,28156,215266
1989,71,65289,70199,1063847,1039600,12319,17.869,9800,14.215,228529,78403,150126,7.542,21.982,179125,64041,115084,6.16,17.23,49404,4.752,34.46,7486,7600,47224
1989,72,320818,421049,7941523,7803317,67180,16.143,57412,13.795,1739800,887931,851869,11.379,22.296,1462993,654413,808580,8.386,18.748,276807,3.547,37.497,41928,43285,427369
1989,81,548662,598434,4384331,4295188,69475,11.734,56731,9.582,814256,293940,520316,6.843,18.957,636769,230426,406343,5.365,14.825,177487,4.132,29.65,42331,43337,167576
1990,11,19734,20277,183456,181868,3331,16.698,2673,13.4,46043,18826,27217,10.351,25.317,42937,15621,27316,8.589,23.609,3106,1.708,47.218,1935,1947,10465
1990,21,20377,25429,568836,563423,2981,11.651,3296,12.882,103581,31298,72283,5.555,18.384,92570,36011,56559,6.391,16.43,11011,1.954,32.86,2190,2222,16203
1990,22,6413,13184,775531,770546,967,7.431,625,4.803,50009,18316,31693,2.377,6.49,40496,7095,33401,0.921,5.255,9513,1.235,10.511,345,345,2065
1990,23,514008,520244,5324356,5265255,81758,15.859,72306,14.026,1370534,384773,985761,7.308,26.03,1252095,382913,869182,7.272,23.78,118439,2.249,47.561,55055,55123,298257
1990,31-33,297310,345593,17070496,17210877,33798,9.819,31012,9.01,1743949,517704,1226245,3.008,10.133,2024190,560934,1463256,3.259,11.761,-280241,-1.628,20.266,23630,23814,261761
1990,42,289235,372338,5048031,4989162,40923,11.059,36344,9.821,839126,276394,562732,5.54,16.819,721581,270222,451359,5.416,14.463,117545,2.356,28.926,25554,26377,162517
1990,44-45,733624,1094816,12965253,12858040,120238,11.003,116197,10.633,2093164,858736,1234428,6.679,16.279,1879669,681749,1197920,5.302,14.619,213495,1.66,29.237,79873,84171,414048
1990,48-49,108861,137265,3209990,3152393,20517,15.065,18368,13.487,578579,182732,395847,5.797,18.354,462687,172815,289872,5.482,14.677,115892,3.676,29.355,13464,13665,90418
1990,51,50580,82964,2716742,2671266,11355,13.806,9924,12.066,420803,149858,270945,5.61,15.753,331442,120716,210726,4.519,12.408,89361,3.345,24.815,5678,5773,47433
1990,52,177820,311151,5485265,5435764,37279,12.15,28607,9.324,907373,336604,570769,6.192,16.693,808045,254044,554001,4.674,14.865,99328,1.827,29.731,15508,15627,97204
1990,53,202374,228345,1666092,1641095,33813,14.917,30472,13.443,385766,169781,215985,10.346,23.507,335326,145605,189721,8.872,20.433,50440,3.074,40.866,23165,23575,99789
1990,54,423913,456379,4774089,4660404,65489,14.562,52156,11.598,937984,333667,604317,7.16,20.127,713113,258150,454963,5.539,15.302,224871,4.825,30.603,39754,40078,179774
1990,55,27633,52031,3255993,3212239,6804,13.367,4548,8.935,559456,186697,372759,5.812,17.416,471665,117137,354528,3.647,14.683,87791,2.733,29.367,1039,1068,13731
1990,56,207623,235895,4588390,4427930,42975,18.636,32386,14.044,1220877,423208,797669,9.558,27.572,900396,308687,591709,6.971,20.334,320481,7.238,40.669,24918,25205,195063
1990,61,38825,43227,1838581,1803602,5549,13.08,3942,9.292,210407,54554,155853,3.025,11.666,141136,40460,100676,2.243,7.825,69271,3.841,15.65,2922,2970,20931
1990,62,455440,523079,10399581,10152211,48645,9.422,35095,6.797,1304108,410247,893861,4.041,12.846,808554,274686,533868,2.706,7.964,495554,4.881,15.929,26905,27471,178258
1990,71,65697,70657,1138220,1100434,10801,15.358,10146,14.426,243507,79754,163753,7.248,22.128,167635,65596,102039,5.961,15.234,75872,6.895,30.467,7802,7881,47283
1990,72,324642,428177,8143080,8043887,65395,15.399,58405,13.753,1687202,858931,828271,10.678,20.975,1488691,632020,856671,7.857,18.507,198511,2.468,37.014,42941,44133,422233
1990,81,558173,610085,4534618,4464427,67768,11.212,56451,9.34,790789,273972,516817,6.137,17.713,649490,220418,429072,4.937,14.548,141299,3.165,29.096,42740,43440,162207
1991,11,20157,20681,183981,185970,2913,14.067,2966,14.323,44765,16036,28729,8.623,24.071,49062,16946,32116,9.112,26.382,-4297,-2.311,48.142,2108,2113,12221
1991,21,21055,26082,570617,572136,3040,11.619,3205,12.249,100204,38291,61913,6.693,17.514,103237,36843,66394,6.44,18.044,-3033,-0.53,35.028,2160,2189,18763
1991,22,6494,13881,773505,775662,1247,9.16,713,5.237,54268,24190,30078,3.119,6.996,58399,11111,47288,1.432,7.529,-4131,-0.533,13.993,393,395,3258
1991,23,510536,516834,4755371,5056109,71460,13.692,81622,15.639,999945,304273,695672,6.018,19.777,1603819,449665,1154154,8.893,31.72,-603874,-11.943,39.554,59010,59106,338151
1991,31-33,297282,345197,16089142,16581734,29795,8.577,34199,9.844,1432813,406047,1026766,2.449,8.641,2419667,739235,1680432,4.458,14.592,-986854,-5.951,17.282,25643,25960,423952
1991,42,278083,362403,4775956,4853307,40379,11.146,40145,11.081,709935,258815,451120,5.333,14.628,866661,338602,528059,6.977,17.857,-156726,-3.229,29.256,27245,28034,200431
1991,44-45,714915,1078282,12590702,12775150,110596,10.184,125991,11.602,1829564,803516,1026048,6.29,14.321,2201109,809835,1391274,6.339,17.23,-371545,-2.908,28.643,82829,87778,483156
1991,48-49,108987,138641,3196439,3202809,20725,15.002,19733,14.284,538885,190489,348396,5.948,16.825,551558,201063,350495,6.278,17.221,-12673,-0.396,33.651,13819,14041,104168
1991,51,50166,87059,2697883,2716066,14795,17.385,10880,12.785,436741,217783,218958,8.018,16.08,475042,143919,331123,5.299,17.49,-38301,-1.41,32.16,5914,6041,55660
1991,52,175522,334730,5559561,5600078,55530,17.192,32077,9.931,1098624,616461,482163,11.008,19.618,1186721,331375,855346,5.917,21.191,-88097,-1.573,39.236,16266,16798,145485
1991,53,192894,226496,1573185,1592578,36173,16.104,32423,14.435,374469,201997,172472,12.684,23.513,413279,166221,247058,10.437,25.95,-38810,-2.437,47.027,24434,24866,117911
1991,54,422905,459340,4701333,4715938,64906,14.268,56026,12.316,834060,317398,516662,6.73,17.686,864795,330371,534424,7.005,18.338,-30735,-0.652,35.372,42365,42761,218537
1991,55,28497,54557,3247036,3249252,6858,12.832,4630,8.663,519656,184800,334856,5.687,15.993,522466,108471,413995,3.338,16.08,-2810,-0.086,31.986,1180,1213,13310
1991,56,212901,243557,4535364,4558515,41642,17.323,35294,14.682,1095377,430019,665358,9.433,24.029,1141005,402189,738816,8.823,25.03,-45628,-1.001,48.059,26621,26949,270788
1991,61,41303,45941,1913832,1890319,5593,12.337,4378,9.657,196243,45479,150764,2.406,10.381,150628,36680,113948,1.94,7.968,45615,2.413,15.937,3194,3276,26258
1991,62,459278,533388,10702036,10546695,48470,9.177,38015,7.198,1289386,412751,876635,3.914,12.225,977082,370289,606793,3.511,9.264,312304,2.961,18.529,28769,29328,252524
1991,71,62884,67907,1120544,1119308,9443,13.871,9786,14.375,201388,73386,128002,6.556,17.992,199062,72068,126994,6.439,17.784,2326,0.208,35.569,7564,7702,54830
1991,72,324102,430323,7942634,8038115,62194,14.515,58483,13.649,1478739,803039,675700,9.99,18.397,1667200,668280,998920,8.314,20.741,-188461,-2.345,36.793,42680,44127,456261
1991,81,565294,620735,4529253,4548123,64511,10.443,58478,9.467,737108,267190,469918,5.875,16.207,773624,265791,507833,5.844,17.01,-36516,-0.803,32.414,43193,43901,184378
1992,11,20295,20799,186211,184028,3024,14.603,2841,13.72,46248,15301,30947,8.315,25.131,41934,14217,27717,7.725,22.787,4314,2.344,45.574,2097,2104,10806
1992,21,19872,24685,522310,544040,2625,10.406,3707,14.695,89467,32742,56725,6.018,16.445,132444,45033,87411,8.278,24.345,-42977,-7.9,32.89,2316,2340,17954
1992,22,5712,13630,772806,772581,1123,8.387,642,4.795,82528,41499,41029,5.371,10.682,82130,23039,59091,2.982,10.631,398,0.052,21.261,298,299,1469
1992,23,498585,504845,4507623,4599088,72908,14.348,79530,15.651,1058567,298159,760408,6.483,23.017,1241179,366696,874483,7.973,26.988,-182612,-3.971,46.034,57582,57645,270384
1992,31-33,289937,336675,15857659,15971277,27879,8.218,32974,9.72,1634127,405835,1228292,2.541,10.232,1859822,590030,1269792,3.694,11.645,-225695,-1.413,20.463,24239,24417,251098
1992,42,291099,372647,4824518,4855535,38942,10.423,40873,10.94,782866,247861,535005,5.105,16.123,844762,319819,524943,6.587,17.398,-61896,-1.275,32.246,24583,25602,137044
1992,44-45,692311,1049768,12327087,12399881,108261,10.231,124965,11.81,1848199,776331,1071868,6.261,14.905,1994712,743899,1250813,5.999,16.087,-146513,-1.182,29.81,74275,78723,373328
1992,48-49,110166,140875,3163772,3171342,20517,14.664,18591,13.288,512963,175031,337932,5.519,16.175,531595,164626,366969,5.191,16.762,-18632,-0.588,32.35,12896,13066,82101
1992,51,50279,87563,2642846,2722158,11216,12.862,10500,12.041,390289,147077,243212,5.403,14.337,549948,192983,356965,7.089,20.203,-159659,-5.865,28.675,5226,5386,62406
1992,52,174372,337059,5356704,5394412,34851,10.408,30403,9.08,874194,291540,582654,5.404,16.206,950998,315083,635915,5.841,17.629,-76804,-1.424,32.411,14107,14552,111267
1992,53,193368,229231,1570295,1578658,30752,13.461,29192,12.778,342486,144663,197823,9.164,21.695,357530,135992,221538,8.614,22.648,-15044,-0.953,43.39,20476,21109,86885
1992,54,431930,469477,4661975,4653229,62719,13.502,52781,11.363,857386,302855,554531,6.508,18.426,835401,345831,489570,7.432,17.953,21985,0.472,35.906,37105,37431,232344
1992,55,28399,53462,3212479,3231038,4878,9.024,6062,11.215,570331,153319,417012,4.745,17.652,608305,172891,435414,5.351,18.827,-37974,-1.175,35.303,876,911,14190
1992,56,212200,244100,4718110,4630110,40110,16.555,36482,15.057,1201086,436142,764944,9.42,25.941,1022051,370376,651675,7.999,22.074,179035,3.867,44.148,26788,27035,221480
1992,61,41624,46930,1976279,1945763,5519,11.916,4292,9.267,199879,35745,164134,1.837,10.273,138055,32527,105528,1.672,7.095,61824,3.177,14.19,3094,3152,23107
1992,62,466847,546375,11280775,11015787,48679,9.014,36032,6.672,1573388,501887,1071501,4.556,14.283,1045895,317842,728053,2.885,9.495,527493,4.789,18.989,25292,25795,198620
1992,71,63600,68696,1147247,1130656,9684,14.217,8523,12.513,241266,84306,156960,7.456,21.339,206052,85771,120281,7.586,18.224,35214,3.114,36.448,6165,6221,52158
1992,72,329087,437066,8128713,8057915,62615,14.407,57741,13.285,1603230,794126,809104,9.855,19.896,1466301,645262,821039,8.008,18.197,136929,1.699,36.394,39025,40059,385899
1992,81,574481,631718,4581347,4565794,62943,10.004,57873,9.198,758340,245446,512894,5.376,16.609,726906,237957,488949,5.212,15.921,31434,0.688,31.841,40166,40705,162418
1993,11,20757,21261,185313,185415,3047,14.418,2792,13.211,44549,15069,29480,8.127,24.027,44689,14893,29796,8.032,24.102,-140,-0.076,48.053,2007,2010,10438
1993,21,19300,23998,483069,500756,2619,10.785,3192,13.144,81840,28910,52930,5.773,16.343,117397,37575,79822,7.504,23.444,-35557,-7.101,32.687,2067,2087,15419
1993,22,6034,14062,759082,765889,894,6.427,591,4.249,59751,17401,42350,2.272,7.802,73623,10464,63159,1.366,9.613,-13872,-1.811,15.603,218,222,1342
1993,23,503278,509482,4548598,4520235,79060,15.651,70357,13.928,1129419,315464,813955,6.979,24.986,1073508,319792,753716,7.075,23.749,55911,1.237,47.498,51783,51824,241270
1993,31-33,292290,338668,15875776,15880224,29875,8.837,28689,8.486,1654595,387232,1267363,2.438,10.419,1662435,462763,1199672,2.914,10.469,-7840,-0.049,20.838,21627,21836,213622
1993,42,295222,376226,4886172,4850144,39225,10.471,35969,9.602,761924,227051,534873,4.681,15.709,689476,236730,452746,4.881,14.216,72448,1.494,28.431,24313,24925,132166
1993,44-45,693291,1046473,12632641,12481129,103236,9.849,106724,10.181,1997730,787886,1209844,6.313,16.006,1703521,619218,1084303,4.961,13.649,294209,2.357,27.298,66265,69679,319097
1993,48-49,114454,145087,3208058,3188293,21052,14.703,17235,12.037,498625,140725,357900,4.414,15.639,457946,150900,307046,4.733,14.363,40679,1.276,28.727,12089,12288,78585
1993,51,52146,88879,2659081,2652223,11152,12.635,9917,11.236,400398,137069,263329,5.168,15.097,385839,135660,250179,5.115,14.548,14559,0.549,29.096,4770,4934,46493
1993,52,179951,337176,5266020,5302012,34563,10.238,35407,10.488,874735,278210,596525,5.247,16.498,952118,397646,554472,7.5,17.958,-77383,-1.46,32.996,13048,13867,74402
1993,53,198149,234158,1624742,1608234,30557,13.172,26198,11.293,351623,131521,220102,8.178,21.864,317920,123756,194164,7.695,19.768,33703,2.096,39.537,18691,19094,79140
1993,54,447594,484448,4851591,4783784,65337,13.697,50497,10.586,899827,311628,588199,6.514,18.81,765267,239894,525373,5.015,15.997,134560,2.813,31.994,35506,37297,145871
1993,55,28296,51473,3159688,3190171,4480,8.544,6406,12.217,529642,132629,397013,4.157,16.602,591505,158718,432787,4.975,18.541,-61863,-1.939,33.205,854,896,11925
1993,56,220941,252854,5139245,4930564,41900,16.864,33119,13.33,1390429,430307,960122,8.727,28.2,972187,341876,630311,6.934,19.718,418242,8.483,39.435,24202,24664,219877
1993,61,43240,48537,2016933,1979254,5791,12.137,4141,8.679,219579,49669,169910,2.509,11.094,143883,31905,111978,1.612,7.27,75696,3.824,14.539,2895,2978,21866
1993,62,474414,557194,11698363,11494527,47809,8.665,36912,6.69,1475817,418016,1057801,3.637,12.839,1072614,347848,724766,3.026,9.332,403203,3.508,18.663,26539,27145,182699
1993,71,65830,71032,1209843,1178958,9901,14.162,7666,10.965,245348,89251,156097,7.57,20.811,182988,53092,129896,4.503,15.521,62360,5.289,31.042,5661,5722,37180
1993,72,337855,443478,8233342,8176803,59486,13.511,53066,12.053,1546369,738385,807984,9.03,18.912,1432093,575648,856445,7.04,17.514,114276,1.398,35.028,36405,37618,346014
1993,81,581530,637753,4664755,4615193,60111,9.471,53950,8.5,754481,219267,535214,4.751,16.348,656588,201874,454714,4.374,14.227,97893,2.121,28.453,38659,39374,138783
1994,11,21391,21916,188157,186819,3383,15.685,2687,12.458,44666,15237,29429,8.156,23.909,41615,13754,27861,7.362,22.276,3051,1.633,44.551,1995,1995,9655
1994,21,18993,23834,490007,489085,2535,10.565,2856,11.903,87426,29868,57558,6.107,17.875,85784,30142,55642,6.163,17.54,1642,0.336,35.079,1896,1915,13408
1994,22,6003,14136,740931,750583,819,5.835,618,4.403,42809,15199,27610,2.025,5.703,61980,8384,53596,1.117,8.258,-19171,-2.554,11.407,264,279,1445
1994,23,520041,526259,4753746,4655472,83688,16.161,66876,12.914,1211807,335897,875910,7.215,26.03,1015836,308513,707323,6.627,21.82,195971,4.209,43.641,49433,49478,234064
1994,31-33,294059,340693,16063631,16022344,29973,8.81,28985,8.52,1748353,440398,1307955,2.749,10.912,1667830,508717,1159113,3.175,10.409,80523,0.503,20.819,21930,22142,238792
1994,42,299697,381675,5019477,4974834,40317,10.617,36467,9.603,777655,229212,548443,4.607,15.632,687203,245105,442098,4.927,13.814,90452,1.818,27.627,24926,25708,137301
1994,44-45,692997,1050813,13059723,12874254,105644,10.059,104433,9.944,2045753,841148,1204605,6.534,15.89,1677186,608451,1068735,4.726,13.027,368567,2.863,26.055,67791,71258,314174
